#hours,days,lat,lon,start,duration
14,1,52.2118671875,5.770462894439697,1483364128324,19.401
14,1,52.211851928710935,5.770456695556641,1483364148325,0.1
14,1,52.20744213867188,5.771308803558349,1483364220725,14.6
14,1,52.20725140380859,5.773270511627197,1483364279826,9.5
14,1,52.20656475830078,5.775166416168212,1483364319327,14.499
14,1,52.20653805541992,5.7752183914184565,1483364334327,0.6990000000000001
14,1,52.2020901184082,5.779567623138427,1483364567328,1.3
14,1,52.20207104492188,5.779673004150391,1483364573428,13.200999999999999
14,1,52.20229229736328,5.780850791931152,1483364608129,2.2
14,1,52.21237072753906,5.793544197082519,1483365339735,10.7
14,1,52.215548370361326,5.7888316154479975,1483365469936,40.3
15,1,52.20577893066406,5.785050296783447,1483365514536,11.4
14,1,52.215830657958975,5.7871555328369135,1483365548437,10.6
14,1,52.21576962280274,5.787139320373535,1483365559537,0.4
14,1,52.215906951904294,5.785599613189697,1483365585237,46.4
15,1,52.216509674072256,5.782099628448486,1483365663537,10.0
15,1,52.215826843261716,5.772732162475585,1483365755639,38.3
15,1,52.211924407958975,5.770371341705322,1483365860039,30.0
15,1,52.211905334472654,5.770411396026611,1483365890539,0.7
15,1,52.207403991699216,5.7712887763977045,1483365956140,12.105
15,1,52.20652661132813,5.775172615051269,1483366035241,14.5
15,1,52.20473370361328,5.776060009002685,1483366113042,14.499
15,1,52.20448956298828,5.775904560089111,1483366144641,35.400999999999996
15,1,52.212557647705076,5.7935852050781245,1483367113050,15.0
15,1,52.21587643432617,5.787180805206298,1483367320151,8.8
15,1,52.21586880493164,5.787190818786621,1483367329351,0.7020000000000001
15,1,52.20645794677734,5.775236511230468,1483367813355,19.000999999999998
15,1,52.20476040649414,5.776051902770996,1483367895356,8.6
15,1,52.20476040649414,5.776038551330566,1483367904356,0.5
15,1,52.21135220336914,5.790867233276367,1483368209459,27.4
15,1,52.211356018066404,5.790864372253417,1483368237159,0.9
15,1,52.21254620361328,5.793572807312011,1483368928765,19.8
15,1,52.215830657958975,5.787492179870605,1483369097066,8.0
15,1,52.21652874755859,5.782564544677733,1483369164267,23.1
16,1,52.211920593261716,5.770439052581787,1483369378069,25.0
16,1,52.20719036865234,5.773331546783447,1483369530470,11.3
16,1,52.2064846496582,5.775215053558349,1483369574270,26.1
16,1,52.20471463012695,5.7760399818420405,1483369682871,15.3
16,1,52.20469174194336,5.776001358032226,1483369705071,19.5
16,1,52.20226559448242,5.780850315093994,1483369831872,31.8
16,1,52.21072277832031,5.790192985534667,1483369992773,16.4
16,1,52.21226010131836,5.793821716308593,1483370813886,2.8
16,1,52.21510968017578,5.790339851379394,1483370917086,2.3
16,1,52.215403411865225,5.788898372650146,1483370942887,22.7
16,1,52.21644100952149,5.782369518280028,1483371036387,47.601000000000006
16,1,52.216456268310544,5.782334232330322,1483371084288,0.1
16,1,52.216132019042966,5.777377033233643,1483371139088,24.1
16,1,52.215784881591794,5.7727393150329585,1483371214189,21.3
16,1,52.207491729736326,5.772742176055908,1483371436191,4.8
16,1,52.20650372314453,5.775210285186768,1483371483592,12.2
16,1,52.20469174194336,5.775998497009277,1483371564492,19.3
16,1,52.202017639160154,5.779708766937255,1483371767094,19.2
16,1,52.202261779785154,5.780901336669921,1483371810494,18.801
16,1,52.212393615722654,5.793510341644287,1483372526301,9.2
16,1,52.212408874511716,5.793510818481445,1483372538301,11.8
16,1,52.212435577392576,5.793510341644287,1483372553701,1.7
16,1,52.212530944824216,5.793574237823486,1483372564701,1.7
16,1,52.21556362915039,5.788821125030518,1483372670402,6.8
16,1,52.21573910522461,5.785741710662841,1483372715003,46.3
17,1,52.215765808105466,5.772824668884277,1483372896204,10.8
17,1,52.21197018432617,5.7703894615173335,1483372981905,8.6
17,1,52.20744213867188,5.771282577514648,1483373095406,10.3
17,1,52.207281921386716,5.773324394226074,1483373153207,4.7
17,1,52.206576202392576,5.775245571136474,1483373191607,12.7
17,1,52.20213208007813,5.779734516143798,1483373468410,2.2
17,1,52.20207485961914,5.7797044754028315,1483373476510,7.1
17,1,52.21145520019531,5.790958786010742,1483373626311,13.0
17,1,52.212523315429685,5.793610954284667,1483374298517,20.9
17,1,52.21250424194336,5.7935875892639155,1483374321417,2.7
17,1,52.215086791992185,5.790356063842773,1483374408818,16.2
17,1,52.21654019165039,5.782069110870361,1483374638720,9.0
17,1,52.212488983154294,5.770055675506591,1483374800722,2.8989999999999996
17,1,52.212042663574216,5.770363235473632,1483374821022,10.1
17,1,52.20767102050781,5.771230602264403,1483374931023,8.7
17,1,52.20649227905274,5.775227451324462,1483375014124,11.999
17,1,52.20473370361328,5.776011371612548,1483375093024,1.003
17,1,52.204710815429685,5.776001358032226,1483375094224,11.1
17,1,52.202643249511716,5.780209445953369,1483375289526,1.0
17,1,52.21140942382813,5.790900135040283,1483375436928,16.699
17,1,52.212523315429685,5.793545627593994,1483376105833,14.8
17,1,52.216509674072256,5.782370948791503,1483376333835,14.8
17,1,52.216498229980466,5.782308483123778,1483376353835,12.3
18,1,52.216170166015615,5.777451896667479,1483376419436,7.2
18,1,52.215811584472654,5.772806072235106,1483376475836,31.9
18,1,52.207709167480466,5.772266292572021,1483376693038,2.6
18,1,52.20469555664063,5.77600564956665,1483376810639,10.4
18,1,52.20206723022461,5.779718303680419,1483377003842,15.799000000000001
18,1,52.211417053222654,5.790903949737548,1483377161642,7.6
18,1,52.21256527709961,5.793590450286865,1483377946498,3.2
18,1,52.21596035766602,5.787197017669677,1483378088214,9.886000000000001
18,1,52.21653256225586,5.782492542266846,1483378156900,20.0
18,1,52.206488464355466,5.775185966491699,1483378614704,15.9
18,1,52.202277038574216,5.780881786346435,1483378959307,6.2
18,1,52.20228466796875,5.78086462020874,1483378967007,22.5
18,1,52.211310241699216,5.790844345092773,1483379129708,33.0
18,1,52.212591979980466,5.793605232238768,1483379759914,25.6
18,1,52.21513256835938,5.790370845794677,1483379883015,3.2
18,1,52.215582702636716,5.7888363838195795,1483379912715,7.3
19,1,52.2161282043457,5.7772373199462885,1483380047316,11.2
19,1,52.215792510986326,5.772696399688721,1483380109917,48.8
19,1,52.21321377563477,5.771745109558104,1483380206718,11.0
19,1,52.206488464355466,5.7750586509704585,1483380407720,8.3
19,1,52.20472225952149,5.775966548919677,1483380481920,1.0
19,1,52.204623077392576,5.7759579658508295,1483380497320,1.2
19,1,52.212557647705076,5.793608093261718,1483381540131,6.7
19,1,52.215140197753904,5.790341281890869,1483381650532,23.101
19,1,52.21560559082031,5.7888316154479975,1483381702033,22.6
19,1,52.216517303466794,5.782369995117187,1483381805634,4.9
19,1,52.206507537841794,5.775063896179199,1483382133137,12.6
19,1,52.20474133300781,5.7760166168212885,1483382213738,15.5
19,1,52.20448193359375,5.775897884368895,1483382245038,20.2
19,1,52.21139416503906,5.790913009643554,1483382497440,14.901
19,1,52.212557647705076,5.793611431121826,1483383347749,30.2
19,1,52.21510968017578,5.790429019927978,1483383470750,2.1
19,1,52.21557125854492,5.788837337493895,1483383499750,49.4
20,1,52.215845916748044,5.772786521911621,1483383718252,47.6
20,1,52.213248107910154,5.771727466583251,1483383807853,10.4
20,1,52.20474133300781,5.776065254211425,1483384067555,11.2
20,1,52.20354733276367,5.778026962280273,1483384128956,2.9
20,1,52.21141323852539,5.790906333923339,1483384306657,0.8
20,1,52.21141323852539,5.79089298248291,1483384319357,0.1
20,1,52.21256909179688,5.7936133384704585,1483385142965,10.1
20,1,52.212603424072256,5.793613815307617,1483385154965,10.8
20,1,52.21514401245117,5.790357017517089,1483385265066,9.4
20,1,52.21547207641602,5.788861656188964,1483385301166,6.3
20,1,52.21585736083984,5.787331008911132,1483385338966,12.7
20,1,52.216193054199216,5.777271652221679,1483385517068,12.3
20,1,52.21581539916992,5.772786521911621,1483385579468,43.301
20,1,52.21321377563477,5.771730804443358,1483385666769,12.200999999999999
20,1,52.207518432617185,5.771315479278563,1483385794171,9.0
20,1,52.204745147705076,5.776051902770996,1483385943272,10.9
20,1,52.20445523071289,5.77590217590332,1483385970972,49.101000000000006
20,1,52.212515686035154,5.793547058105468,1483386915979,18.2
20,1,52.21513638305664,5.790434265136718,1483387035579,3.8110000000000004
20,1,52.215758178710935,5.785890007019042,1483387101379,21.601
21,1,52.2160061340332,5.777275943756103,1483387205180,12.9
21,1,52.21578106689453,5.7728051185607905,1483387277480,2.6
21,1,52.20647702026367,5.775174999237059,1483387506581,13.099
21,1,52.21292004394531,5.792997264862059,1483387887681,32.5
21,1,52.212645385742185,5.794030094146727,1483387937981,9.0
21,1,52.21264157104492,5.794093513488768,1483387947081,0.7
21,1,52.21254620361328,5.793599510192871,1483388717282,1.001
21,1,52.212557647705076,5.793601894378662,1483388720483,29.2
21,1,52.21572766113281,5.785830879211425,1483388904883,2.5
21,1,52.215765808105466,5.772829437255858,1483389034983,5.2
21,1,52.20228466796875,5.780869388580322,1483389457684,29.2
21,1,52.211302612304685,5.790824794769287,1483389615485,9.3
21,1,52.212584350585935,5.793647193908691,1483390538289,16.500999999999998
21,1,52.21513256835938,5.7903622627258295,1483390630590,6.4
21,1,52.21555599975586,5.788819694519042,1483390661690,23.2
22,1,52.216017578125,5.777292156219481,1483390809691,0.8
22,1,52.213309143066404,5.77178611755371,1483390885891,9.2
22,1,52.20725521850586,5.773350143432617,1483391010392,14.1
22,1,52.2128323059082,5.793046855926513,1483392033798,19.7
22,1,52.212595794677725,5.793624305725097,1483392288400,14.5
22,1,52.21513638305664,5.790351295471191,1483392369601,8.7
22,1,52.21559414672852,5.788810634613037,1483392401401,18.9
22,1,52.21595272827149,5.785555267333983,1483392451802,53.5
22,1,52.21622738647461,5.777184867858886,1483392573503,16.5
22,1,52.216193054199216,5.777156257629394,1483392590103,0.1
22,1,52.215941284179685,5.773688220977783,1483392616803,4.5
22,1,52.21581539916992,5.772644901275634,1483392641703,8.3
22,1,52.21297344970703,5.793255710601806,1483393904115,8.8
22,1,52.21224102783203,5.793875598907471,1483393946116,4.599
22,1,52.212244842529294,5.793855094909667,1483393952216,151.201
22,1,52.21256146240234,5.793598556518554,1483394122017,14.2
22,1,52.215174530029294,5.790517711639403,1483394209118,5.0
22,1,52.21549114990234,5.788843536376953,1483394239118,10.3
23,1,52.2125881652832,5.793618583679199,1483395898796,15.6
23,1,52.215948913574216,5.78560676574707,1483396034397,18.4
23,1,52.20469174194336,5.776011371612548,1483396357400,14.0
23,1,52.2044094543457,5.77584114074707,1483396382400,1.8
23,1,52.208285186767576,5.790701770782471,1483396637603,16.7
17,3,52.19886288452149,5.79504337310791,1483546534655,6.4
17,3,52.21253475952149,5.793603324890136,1483547119358,26.500999999999998
17,3,52.21253475952149,5.793587112426757,1483547147159,3.7
17,3,52.21510586547852,5.790402793884277,1483547235059,17.7
17,3,52.21555981445313,5.788834953308104,1483547279060,16.4
17,3,52.215880249023435,5.785977745056152,1483547331760,40.1
17,3,52.216437194824216,5.7825192451477045,1483547413860,35.900999999999996
17,3,52.21580395507813,5.772935295104979,1483547644162,8.311
17,3,52.21325192260742,5.771706008911132,1483547718563,11.299000000000001
17,3,52.213255737304685,5.771696472167968,1483547730162,0.3
17,3,52.211981628417966,5.770378494262695,1483547766663,23.7
17,3,52.20762142944336,5.771342182159423,1483547879364,10.8
17,3,52.20469555664063,5.776006126403808,1483548124566,10.6
17,3,52.202235076904294,5.78089895248413,1483548327967,31.1
17,3,52.211432312011716,5.7909349441528315,1483548468168,28.801
17,3,52.211417053222654,5.790915870666503,1483548497269,0.1
17,3,52.21536907958984,5.789053344726562,1483548997673,27.5
17,3,52.215891693115225,5.78757038116455,1483549051073,11.2
17,3,52.21598706054688,5.785913848876953,1483549089373,43.401
17,3,52.21653256225586,5.782309913635253,1483549171574,21.5
17,3,52.2164944152832,5.782178306579589,1483549199974,7.3
18,3,52.21620831298828,5.777622604370117,1483549256875,13.4
18,3,52.20747647094727,5.771346473693847,1483549460076,11.5
18,3,52.20759854125977,5.7724389076232905,1483549497177,3.4
18,3,52.206431243896475,5.775178813934326,1483549550677,7.8
18,3,52.20213208007813,5.780562305450439,1483549798579,1.8
18,3,52.212271545410154,5.793741130828856,1483550664787,8.801
18,3,52.21235928344727,5.793562316894531,1483550686388,4.1
18,3,52.21513256835938,5.79042043685913,1483550775789,3.2
18,3,52.21559033203125,5.788873577117919,1483550802689,15.1
18,3,52.215906951904294,5.785780811309814,1483550850989,15.3
18,3,52.21586117553711,5.785765552520751,1483550869189,4.4
18,3,52.21636471557617,5.78304853439331,1483550904790,1.6
18,3,52.21648678588867,5.782466316223143,1483550918890,16.3
18,3,52.210650299072256,5.7901648521423335,1483550997201,0.39
18,3,52.21580776977539,5.772710704803466,1483551041392,7.199
18,3,52.21580776977539,5.77270450592041,1483551050091,3.7
18,3,52.213248107910154,5.7717651367187495,1483551099192,9.002
18,3,52.21195111083984,5.770411872863768,1483551141593,30.1
18,3,52.20741162109375,5.77136697769165,1483551251793,8.8
18,3,52.20649227905274,5.775203609466552,1483551322194,8.6
18,3,52.206507537841794,5.77523078918457,1483551331094,0.2
18,3,52.210604522705076,5.790594005584716,1483552401403,57.501000000000005
18,3,52.21511730957031,5.790387535095214,1483552705906,3.8
18,3,52.21557888793945,5.788853549957275,1483552733106,5.0
19,3,52.215906951904294,5.785950088500976,1483552810207,3.7
19,3,52.21587643432617,5.7859558105468745,1483552815207,2.9
19,3,52.2163723449707,5.782493495941162,1483552860107,17.0
19,3,52.216376159667966,5.782441043853759,1483552879407,0.8
19,3,52.216074798583975,5.777475261688231,1483552928108,25.901
19,3,52.2157963256836,5.7726487159729,1483552998109,42.4
19,3,52.2074612121582,5.771277809143066,1483553177410,10.3
19,3,52.20276913452149,5.778852844238281,1483553422612,5.7
19,3,52.21301541137695,5.793190383911132,1483553723115,11.799000000000001
19,3,52.212530944824216,5.794163608551025,1483553754314,9.701
19,3,52.21252713012695,5.794183635711669,1483553764415,0.1
19,3,52.212244842529294,5.793851280212402,1483554292119,4.4
19,3,52.21256527709961,5.793591403961181,1483554310119,15.3
19,3,52.215243194580076,5.79057445526123,1483554385419,1.0
19,3,52.21542248535156,5.788937950134277,1483554427420,3.8
19,3,52.216544006347654,5.782099151611328,1483554515820,14.302
19,3,52.21585736083984,5.772972011566162,1483554603721,4.5
19,3,52.207484100341794,5.771279716491699,1483554762823,14.499
19,3,52.20744213867188,5.771312618255615,1483554781922,1.5
19,3,52.20649609375,5.77507390975952,1483554847623,12.2
19,3,52.20472607421875,5.776047611236572,1483554919023,12.901
19,3,52.2046650390625,5.776038074493408,1483554932224,0.2
19,3,52.21126446533203,5.790806674957275,1483555146225,33.3
19,3,52.212408874511716,5.793532276153563,1483556054632,6.101
19,3,52.21243176269531,5.793553256988525,1483556071032,2.4
19,3,52.21544918823242,5.788850212097167,1483556178833,30.901
19,3,52.2166164855957,5.782302284240722,1483556344434,2.7
19,3,52.21620068359375,5.7772873878479,1483556392835,9.9
20,3,52.21195492553711,5.770424270629882,1483556504436,11.7
20,3,52.2056187133789,5.774695301055908,1483556664437,10.5
20,3,52.20474133300781,5.776049995422363,1483556709837,17.7
20,3,52.20451245117188,5.775916957855224,1483556740037,22.9
20,3,52.203970764160154,5.776093387603759,1483556779038,6.7
20,3,52.208262298583975,5.787356281280518,1483556935839,15.8
20,3,52.2112568359375,5.79073896408081,1483557013539,21.000999999999998
20,3,52.21030316162109,5.789466762542724,1483557080341,18.101
20,3,52.21288571166992,5.7930945396423335,1483557820746,12.7
20,3,52.21228298950195,5.7938975334167475,1483557866346,33.301
20,3,52.212427947998044,5.793529891967773,1483557914146,2.9
20,3,52.21543774414063,5.788887405395507,1483558016247,18.9
20,3,52.216524932861326,5.782423877716063,1483558099648,14.9
20,3,52.21616635131836,5.777482414245605,1483558166748,17.6
20,3,52.21577725219727,5.772747421264648,1483558228549,17.6
20,3,52.2075947265625,5.771321678161621,1483558380650,13.3
20,3,52.20749935913086,5.7713450431823725,1483558394150,0.2
20,3,52.206431243896475,5.775130176544189,1483558464051,15.3
20,3,52.204718444824216,5.7760347366333,1483558542051,17.4
20,3,52.20454678344727,5.775935554504394,1483558567251,32.101
20,3,52.20207485961914,5.779812240600585,1483558671153,18.299
20,3,52.202086303710935,5.779736900329589,1483558690652,6.6
20,3,52.21099362182617,5.790516281127929,1483558821853,1.0
20,3,52.210947845458975,5.790492916107177,1483558837353,0.1
20,3,52.212576721191404,5.793633842468261,1483558981755,0.8
20,3,52.2085941772461,5.7877282142639155,1483559111456,48.3
